Level,Trait,Taxonomy,a2_ACE,a2_ACE_lower_CI,a2_ACE_upper_CI,c2_ACE,c2_ACE_lower_CI,c2_ACE_upper_CI,e2_ACE,e2_ACE_lower_CI,e2_ACE_upper_CI,CE_to_ACE_p,FDR_all,FDR_collapsed,falconer_h2,mz_icc,dz_icc,Longitudinal_icc,Longitudinal_spearman
OTU,177040,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,2.74E-11,NA,0.12174599,0.049192141,7.39E-35,0.107245416,0.950807859,0.892754584,1,1,1,NA,-0.011510343,0.047303212,0.053058383,0.217588987,0.210330014
OTU,3486634,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uniformis,2.74E-11,NA,0.17740729,0.114798475,0.056820421,0.172005487,0.885201525,0.827994512,0.943179579,1,1,NA,0.021920166,0.119764953,0.10880487,0.259269397,0.267792258
OTU,196219,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,2.55E-11,NA,0.126428948,0.077170986,4.92E-36,0.134922872,0.922829014,0.865077135,0.981103144,1,1,NA,-0.08855166,0.060033858,0.104309688,0.216170722,0.208978692
OTU,191214,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,2.51E-11,NA,0.087847582,0.029619903,NA,0.087827721,0.970380097,0.912172279,NA,1,1,NA,-0.116080086,0.006176492,0.064216535,0.172203009,0.156201863
Class,k__Bacteria.p__Proteobacteria.c__Betaproteobacteria,NA,2.51E-11,NA,0.124542159,0.073130104,7.55E-43,0.130930824,0.926869896,0.869064708,0.985165667,1,1,1,-0.11426895,0.049370441,0.106504915,0.30661829,0.305396964
OTU,193148,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,2.18E-11,NA,0.054950356,1.88E-11,NA,0.041983969,1,NA,NA,1,1,NA,0.060423156,-0.006227809,-0.036439387,0.153042484,0.13536483
OTU,196382,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__,2.12E-11,NA,0.13477541,0.071594002,0.0132906,0.129412542,0.928405998,0.870587458,0.9867094,1,1,NA,-0.021848359,0.068106141,0.07903032,0.207044585,0.141936291
OTU,3588390,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,2.02E-11,NA,0.126443144,0.069466935,4.51E-27,0.12731805,0.930533065,0.872689125,0.988846091,1,1,NA,-0.071583743,0.055510855,0.091302727,0.54586576,0.514311859
OTU,177222,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,1.71E-11,NA,0.128214184,0.08807624,0.029871252,0.145686798,0.91192376,0.854313202,0.970128748,1,1,NA,-0.097929759,0.068994975,0.117959854,0.292465571,0.29040749
Genus,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Anaerofustis,NA,1.70E-11,NA,0.211992507,0.166093609,0.108789045,0.222297771,0.833906391,0.777702229,0.891210955,1,1,1,0.002598137,0.16684778,0.165548712,0.454927747,0.449032584
OTU,177758,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__,1.69E-11,NA,0.093575783,0.025226776,NA,0.083462935,0.974773224,0.916537065,NA,1,1,NA,-0.042926009,0.016491819,0.037954823,0.21503156,0.214588632
OTU,4425571,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__,1.68E-11,NA,0.170746314,0.104655378,0.046580766,0.162024781,0.895344622,0.837975219,0.953419234,1,1,NA,-0.00920767,0.103608865,0.1082127,0.28941041,0.290182606
OTU,288810,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__,1.60E-11,NA,0.136051388,0.064648583,0.006313328,0.122545275,0.935351417,0.877454725,0.993686672,1,1,NA,-0.003978749,0.064700563,0.066689938,0.264553777,0.252148845
OTU,1646171,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__,1.48E-11,NA,0.117328719,0.043135664,6.90E-34,0.101239873,0.956864336,0.898760127,1,1,1,NA,-0.007566887,0.042234968,0.046018412,0.544254305,0.531488676
Family,k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Alcaligenaceae,NA,1.25E-11,NA,0.126549774,0.0550621,8.03E-34,0.113058004,0.9449379,0.886941075,1,1,1,1,-0.026003874,0.050313155,0.063315092,0.307613471,0.309709667
OTU,364227,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,1.23E-11,NA,0.101761417,0.034673883,NA,0.092844632,0.965326117,0.907155368,NA,1,1,NA,-0.039657911,0.026938419,0.046767374,0.207287092,0.194452609
OTU,193477,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales,1.17E-11,NA,0.129529326,0.087323584,0.0291129,0.14494402,0.912676416,0.85505598,0.9708871,1,1,NA,-0.102805558,0.065733741,0.117136521,0.222636815,0.205002187
OTU,195508,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides,1.17E-11,NA,0.15436499,0.115594968,0.057624657,0.172788263,0.884405032,0.827211737,0.942375343,1,1,NA,-0.086212931,0.098137813,0.141244279,0.389966389,0.366522729
OTU,New.0.CleanUp.ReferenceOTU32114,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__,1.11E-11,NA,0.086738155,0.019706548,NA,0.077975929,0.980293452,0.922024071,NA,1,1,NA,-0.017296691,0.015859535,0.024507881,0.149373117,0.145538472
OTU,4357811,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,1.08E-11,NA,0.100209004,0.043004268,4.23E-37,0.101109776,0.956995732,0.898890224,1,1,1,NA,-0.085987963,0.027006654,0.070000636,0.332671259,0.321042392
OTU,193831,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,9.30E-12,NA,0.078332847,0.034690318,NA,0.092860798,0.965309682,0.907139089,NA,1,1,NA,-0.229735359,-0.01232712,0.102540559,0.241926281,0.236326493
OTU,4331782,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,8.73E-12,NA,0.178082783,0.11687788,0.058920625,0.174049335,0.88312212,0.825950665,0.941079375,1,1,NA,-0.00666862,0.116131573,0.119465884,0.280562104,0.28234623
OTU,577170,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,8.34E-12,NA,0.193387088,0.131385631,NA,0.188300982,0.868614369,0.811699028,0.926409263,1,1,NA,-0.002994392,0.131519056,0.133016252,0.317855361,0.309358719
OTU,186888,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,8.29E-12,NA,0.166702624,0.107831589,0.049782107,0.16514774,0.892168411,0.83485226,0.950217893,1,1,NA,-0.019768498,0.104478896,0.114363145,0.257291041,0.252293287
OTU,182289,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,8.22E-12,NA,0.167386819,0.093501657,1.88E-34,0.151036579,0.906498343,0.848959641,0.964665381,1,1,NA,-0.020424098,0.088559188,0.098771238,0.41785977,0.398508549
Genus,k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__.Eubacterium.,NA,7.98E-12,NA,0.159832615,0.126821397,0.068972961,0.183820119,0.873178603,0.816179816,0.931027026,1,1,1,-0.076542079,0.111239312,0.149510351,0.706552877,0.71113458
OTU,189524,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,7.76E-12,NA,0.142124221,0.075942284,0.017661711,0.133708983,0.924057716,0.866291016,0.982338289,1,1,NA,-0.021938172,0.072272719,0.083241805,0.213912244,0.206818028
Order,k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales,NA,7.36E-12,NA,0.219463131,0.183332476,0.126324769,0.239133114,0.816667524,0.760866886,0.873675231,1,1,1,-0.004292698,0.182034013,0.184180362,0.404518576,0.3695469
OTU,189920,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,7.18E-12,NA,0.212993551,0.163047873,9.93E-26,0.219320078,0.836952127,0.780677867,0.894305856,1,1,NA,0.030875419,0.170032436,0.154594726,0.310044553,0.301863377
OTU,181452,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,6.78E-12,NA,0.139479408,0.071640801,0.01333741,0.129458371,0.928359199,0.870541629,0.98666259,1,1,NA,-0.018997357,0.068510218,0.078008897,0.204236912,0.19646609
OTU,321453,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,6.58E-12,NA,0.134612313,0.096062814,0.037916067,0.153560806,0.903937186,0.846439194,0.962083933,1,1,NA,-0.116006332,0.072492839,0.130496005,0.249002064,0.226345574
OTU,191081,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,6.33E-12,NA,0.143515572,0.105719827,0.047654129,0.163072218,0.894280173,0.836927782,0.952345871,1,1,NA,-0.106743653,0.083327444,0.136699271,0.302087845,0.300888314
OTU,New.0.ReferenceOTU9,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uniformis,6.23E-12,NA,0.10084367,0.093796698,0.035632714,0.151327484,0.906203302,0.848672516,0.964367286,1,1,NA,-0.202692962,0.053722213,0.155068694,0.207540086,0.218698536
OTU,192461,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,6.21E-12,NA,0.120378591,0.04794295,NA,0.106005979,0.95205705,0.893994021,NA,1,1,NA,-0.0142603,0.045781189,0.052911339,0.242215534,0.246351099
OTU,4354235,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,6.13E-12,NA,0.150275606,0.076193229,NA,0.133957097,0.923806771,0.866040304,0.982085794,1,1,NA,-0.006273432,0.075722412,0.078859128,0.348899317,0.349476972
OTU,177111,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__,6.11E-12,NA,0.085685556,0.019869586,NA,0.078138683,0.980130414,0.921861317,NA,1,1,NA,-0.06431341,0.006352189,0.038508894,0.163690818,0.148420943
OTU,174019,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__,5.79E-12,NA,0.13527863,0.067645663,0.009323281,0.125509173,0.932354337,0.874490827,0.990676719,1,1,NA,-0.018427587,0.063579208,0.072793001,0.376832305,0.305302416
OTU,New.0.CleanUp.ReferenceOTU23559,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__distasonis,5.37E-12,NA,0.118524653,0.060404458,2.76E-18,0.118346431,0.939595542,0.881653569,0.997947175,1,1,NA,-0.080216518,0.044677937,0.084786195,0.291302134,0.280462117
OTU,187702,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,4.86E-12,NA,0.064715993,0.005796325,NA,0.064132394,0.994203675,0.935867606,NA,1,1,NA,-0.136715832,-0.022471874,0.045886042,0.22249208,0.174511325
OTU,190058,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__,4.83E-12,NA,0.09618087,0.047667623,2.09E-43,0.105732394,0.952332377,0.894267606,1,1,1,NA,-0.16511208,0.013163015,0.095719054,0.359560749,0.315254802
OTU,New.0.CleanUp.ReferenceOTU1276,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,4.68E-12,NA,0.124685611,0.068538796,0.0102215,0.126393258,0.931461204,0.873606742,0.9897785,1,1,NA,-0.044587854,0.060118348,0.082412276,0.07520913,0.062172525
OTU,196518,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales,4.52E-12,NA,0.10737671,0.095086041,0.036932211,0.1525985,0.904913959,0.8474015,0.963067789,1,1,NA,-0.192388909,0.055176317,0.151370772,0.144023904,0.144591781
Genus,k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Paraprevotellaceae..g__Paraprevotella,NA,4.40E-12,NA,0.13202939,0.1193355,0.061404201,0.176465757,0.8806645,0.823534243,0.938595799,1,1,1,-0.122623549,0.093962886,0.15527466,0.705979976,0.484019523
OTU,177230,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,4.32E-12,NA,0.125722637,0.063901013,0.005562878,0.121806032,0.936098987,0.878193968,0.994437121,1,1,NA,-0.056156285,0.052009168,0.08008731,0.334759564,0.335010214
OTU,189626,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__,4.15E-12,NA,0.137105805,0.077278172,0.019004762,0.135028026,0.922721828,0.864971974,0.980995238,1,1,NA,-0.043690597,0.069290624,0.091135922,0.155233584,0.148252964
OTU,157327,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,4.07E-12,NA,0.131161656,0.06619447,1.98E-18,0.124076846,0.93380553,0.875923154,0.9920264,1,1,NA,-0.017438451,0.063608397,0.072327622,0.320431415,0.301435291
Genus,k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Alcaligenaceae.g__Sutterella,NA,3.74E-12,NA,0.12672561,0.05519857,7.13E-34,0.113193085,0.94480143,0.886806766,1,1,1,1,-0.025538561,0.050552889,0.06332217,0.306804492,0.309252725
OTU,187196,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,3.26E-12,NA,0.103775021,0.032054462,NA,0.090244668,0.967945538,0.909755332,NA,1,1,NA,-0.004861022,0.031779153,0.034209665,0.158632373,0.158523654
OTU,4472130,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,2.85E-12,NA,0.117000026,0.078782065,0.020515583,0.136511822,0.921217935,0.863488178,0.979484417,1,1,NA,-0.153825903,0.047160581,0.124073533,0.425061454,0.42180053
OTU,New.0.CleanUp.ReferenceOTU43402,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides,2.70E-12,NA,0.118355328,0.060064189,0.001711116,0.118009373,0.939935811,0.881990627,0.998288884,1,1,NA,-0.042825185,0.051214794,0.072627386,0.315082122,0.303065582
OTU,186022,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,2.59E-12,NA,0.105927344,0.102478453,0.044385165,0.159881709,0.897521547,0.840118291,0.955614812,1,1,NA,-0.190138184,0.063916701,0.158985794,0.425528009,0.384963252
OTU,1736067,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uniformis,2.56E-12,NA,0.13763167,0.076359984,0.018081341,0.134121117,0.923640016,0.865878883,0.981918659,1,1,NA,-0.031558962,0.070855876,0.086635357,0.263261818,0.216758887
OTU,4457427,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospira; s__,2.49E-12,NA,0.128093674,0.06241388,0.004069467,0.12033448,0.93758612,0.87966552,0.995930533,1,1,NA,-0.044677083,0.053831222,0.076169763,0.187529356,0.195721151
OTU,187180,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,2.48E-12,NA,0.170734305,0.110799252,0.052781481,0.168071607,0.889200748,0.831928393,0.947218519,1,1,NA,-0.029477316,0.105415601,0.120154259,0.477875347,0.447786692
OTU,New.0.CleanUp.ReferenceOTU1081,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,2.34E-12,NA,0.133229952,0.070239714,0.011929509,0.12807349,0.929760286,0.87192651,0.988070491,1,1,NA,-0.050462293,0.060521503,0.08575265,0.205817657,0.194641947
OTU,180509,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__,2.25E-12,NA,0.11103472,0.041560557,NA,0.099677793,0.958439443,0.900322207,NA,1,1,NA,-0.039181604,0.033948216,0.053539018,0.253374959,0.246515208
Genus,k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Odoribacteraceae..g__Odoribacter,NA,2.14E-12,NA,0.13908518,0.065698942,5.51E-45,0.123603014,0.934301058,0.86091123,0.992626727,1,1,1,0.010087687,0.068581547,0.063537703,0.363714939,0.332083734
OTU,3563235,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,2.04E-12,NA,0.162162194,0.093495768,2.29E-31,0.151030813,0.906504232,0.848969159,0.964670733,1,1,NA,0.014318513,0.097130482,0.089971226,0.553196105,0.535491297
OTU,186687,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,1.92E-12,NA,0.161158115,0.100338275,1.83E-39,0.157773757,0.899661725,0.842226243,0.957773934,1,1,NA,-0.06629835,0.084604035,0.11775321,0.334861992,0.325146573
OTU,197072,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uniformis,1.86E-12,NA,0.122364959,0.1491183,0.039096155,0.205687668,0.8508817,0.7943123,0.908445621,1,1,NA,-0.130291765,0.12312865,0.188274533,0.40546671,0.394310464
OTU,New.0.ReferenceOTU102,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uniformis,1.81E-12,NA,0.111266273,0.061239819,8.36E-31,0.119174139,0.938760181,0.880825889,0.997099322,1,1,NA,-0.102619318,0.042345041,0.0936547,0.258112406,0.260990672
OTU,4336943,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__,1.59E-12,NA,0.134435977,0.066540312,0.008213171,0.124416291,0.933459688,0.875583709,0.991786829,1,1,NA,-0.038234188,0.059106794,0.078223888,0.696215422,0.660862512
OTU,177037,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,1.49E-12,NA,0.194000101,0.136346259,1.24E-42,0.193170525,0.863653741,0.806828619,0.921387372,1,1,NA,-0.057144216,0.123930636,0.152502744,0.469480988,0.429259278
OTU,189450,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__,1.34E-12,NA,0.13623984,0.073611892,0.015318583,0.131406219,0.926388108,0.868593781,0.984681417,1,1,NA,-0.043765286,0.0633327,0.085215343,0.141786499,0.134365988
OTU,174862,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__,1.32E-12,NA,0.125894367,0.071194638,0.01288905,0.129017651,0.928805362,0.870982349,0.98711095,1,1,NA,-0.077450086,0.053911883,0.092636926,0.236291954,0.229970163
OTU,4481195,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,1.21E-12,NA,0.060701185,1.89E-12,NA,0.053229834,1,NA,NA,1,1,NA,-0.044994084,-0.01399713,0.008499912,0.191781624,0.180552978
OTU,New.0.CleanUp.ReferenceOTU20313,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides,8.18E-13,NA,0.132609167,0.077407477,0.019134895,0.13515606,0.922592523,0.86484394,0.980865105,1,1,NA,-0.050564092,0.068422203,0.093704249,0.216596187,0.209942955
OTU,184209,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,7.79E-13,NA,0.121885354,0.064461861,1.97E-21,0.122361528,0.935538139,0.877638481,0.993859412,1,1,NA,-0.058822133,0.053782661,0.083193728,0.215524819,0.215999036
OTU,New.0.CleanUp.ReferenceOTU22443,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uniformis,7.79E-13,NA,0.043606687,1.86E-12,NA,0.037267067,1,NA,NA,1,1,NA,-0.022593846,-0.030747326,-0.019450403,0.096149617,0.093278313
OTU,New.0.CleanUp.ReferenceOTU2185,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,7.76E-13,NA,0.092220602,0.039048607,NA,0.097186148,0.960951393,0.902813852,NA,1,1,NA,-0.126663007,0.014811679,0.078143182,0.187941613,0.170713277
OTU,563572,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,7.44E-13,NA,0.110947172,0.0464437,NA,0.104519604,0.9535563,0.895480396,NA,1,1,NA,-0.056627681,0.035432986,0.063746826,0.26802557,0.257938128
OTU,193667,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,7.20E-13,NA,0.063767188,2.47E-13,NA,0.055013371,1,NA,NA,1,1,NA,-0.011872447,-0.005015962,0.000920262,0.241231902,0.217156183
OTU,4468234,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,7.15E-13,NA,0.178401978,0.151726327,9.47E-26,0.208255577,0.848273673,0.791753402,0.905806135,1,1,NA,-0.028895357,0.146714911,0.161162589,0.284787785,0.294773875
OTU,3600504,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,6.66E-13,NA,0.130130713,0.073031691,5.81E-35,0.130835458,0.926968309,0.869164541,0.985264758,1,1,NA,-0.07376337,0.058345838,0.095227523,0.561335696,0.519181614
Family,k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae,NA,6.24E-13,NA,0.203525535,0.186856441,0.129914028,0.242570231,0.813143559,0.757429769,0.870085972,1,1,1,-0.018492373,0.182729194,0.191975381,0.445938204,0.388478945
OTU,New.0.CleanUp.ReferenceOTU15525,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,6.12E-13,NA,0.18327995,0.120218545,0.06229637,0.177333201,0.879781455,0.822666799,0.93770363,1,1,NA,0.003140596,0.121434624,0.119864326,0.247936485,0.241490371
OTU,182886,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uniformis,5.42E-13,NA,0.164279884,0.095680425,NA,0.153184211,0.904319575,0.84681579,0.962469124,1,1,NA,0.022166001,0.100769208,0.089686208,0.391890868,0.383322563
OTU,178439,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,5.23E-13,NA,0.117196558,0.054785116,7.78E-34,0.112783236,0.945214884,0.887216764,1,1,1,NA,-0.065845956,0.041716441,0.074639419,0.25212086,0.230749681
Class,k__Bacteria.p__Firmicutes.c__Erysipelotrichi,NA,5.21E-13,NA,0.151406425,0.116456145,9.82E-27,0.173636284,0.883543855,0.826363714,0.941508614,1,1,1,-0.092172431,0.097291608,0.143377823,0.357898074,0.351563884
